Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjects,subjectTerms,FindACopy,Database
The Election Choice: Energy,"Mr. Obama would also double fuel-economy standards for cars and trucks; mandate that all new vehicles are flex-fuel, which means able to run on any blend of gasoline and ethanol; require that all new buildings are carbon-neutral by 2030, in addition to multiple other efficiency rules to discourage energy consumption; and detail a 10-year, $150 billion project of government-directed research into alternative energy technologies. -- While Mr. McCain was skeptical of drilling in his 2000 presidential bid, he currently favors expanding domestic offshore energy exploration, and he'd give states a share of the leasing royalties if they permitted drilling off their coasts.",399068421,Newspapers,"Rago, Joseph",,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Oct 28, 2008",0099-9660, English, English, A.17," New York, N.Y.","Oct 28, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399068421?accountid=14902, A.17,," Political campaigns , Energy policy , Presidential elections , United States--US , McCain, John , Obama, Barack",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+Election+Choice%3A+Energy&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-10-28&amp;volume=&amp;issue=&amp;spage=A.17&amp;au=Rago%2C+Joseph&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Obama's Carbon Ultimatum,"Coal-fired power and other fossil fuels would be ruled out of existence, while all other prices would rise as the huge economic costs of the new regime were passed down the energy chain to consumers.",399055094,Newspapers,,," Environmental Protection Agency--EPA
924110 , Congress
921120"," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Editorial," Oct 20, 2008",0099-9660, English, English, A.18," New York, N.Y.","Oct 20, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399055094?accountid=14902, A.18,," Brain surgery , Tax increases , Energy policy , Politics , Lawn & garden equipment , Costs , Editorials -- Obama, Barack , United States--US , Obama, Barack",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Obama%27s+Carbon+Ultimatum&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-10-20&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Campaign '08: Local Issues Come to Fore in Battleground States,"Sen. Obama's running mate, Joe Biden, told a voter while walking a rope line in Pennsylvania that ""we are not supporting clean coal,"" comments that were videotaped, likely without him realizing it. Clean-coal technology -- a still-theoretical process in which the dirty fuel is rendered cleaner by trapping carbon emissions -- holds the promise of keeping miners employed in the age of carbon restrictions and global warming.",399095331,Newspapers,"Cooper, Christopher",,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Oct 18, 2008",0099-9660, English, English, A.4," New York, N.Y.","Oct 18, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399095331?accountid=14902, A.4,," Political campaigns , Presidential elections , Federal state relations , Obama, Barack , McCain, John",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Campaign+%2708%3A+Local+Issues+Come+to+Fore+in+Battleground+States&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-10-18&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Cooper%2C+Christopher&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"World News: Climate Effort Could Be Stalled by Credit Crisis; Costs of Curbing Global-Warming Emissions Are a Tough Sell in U.S., Europe Amid Economic Disruption and Financial Uncertainty","An analysis by the U.S. Environmental Protection Agency of the leading Senate proposal to cut emissions found that gross domestic product would grow 80% from 2010 to 2030 if the bill became law, only one percentage point less than its growth in the absence of the bill.",399058902,Newspapers,Stephen Power in Washington and Leila Abboud in Paris,,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Oct 16, 2008",0099-9660, English, English, A.11," New York, N.Y.","Oct 16, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399058902?accountid=14902, A.11,," Emissions control , Greenhouse gases , Presidential elections , Industrialized nations , Environmental economics , Environmental policy , Pollution control , Economic crisis , Climate change , United States--US , Europe",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World+News%3A+Climate+Effort+Could+Be+Stalled+by+Credit+Crisis%3B+Costs+of+Curbing+Global-Warming+Emissions+Are+a+Tough+Sell+in+U.S.%2C+Europe+Amid+Economic+Disruption+and+Financial+Uncertainty&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-10-16&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Stephen+Power+in+Washington+and+Leila+Abboud+in+Paris&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Doubts Raised Over Promise Of Liquid Coal,"Encouraging greater production of transportation fuel made from liquefied coal and Canadian oil sands could help reduce oil prices but also undermine U.S. efforts to fight global warming, according to a report to be released Wednesday by the Rand Corp. The study by Rand, a nonprofit research institute in Santa Monica, Calif., illustrates the tensions between fighting global warming and reducing U.S. dependence on Middle East oil.",399042897,Newspapers,"Power, Stephen",,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Oct 8, 2008",0099-9660, English, English, A.8," New York, N.Y.","Oct 8, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399042897?accountid=14902, A.8,," Petroleum industry , Oil sands , Tax legislation , United States--US",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Doubts+Raised+Over+Promise+Of+Liquid+Coal&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-10-08&amp;volume=&amp;issue=&amp;spage=A.8&amp;au=Power%2C+Stephen&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Environment (A Special Report); Six Products, Six Carbon Footprints: Everybody's talking about it; But what exactly is a carbon footprint? And how is it calculated?","Given typical driving distances and fuel- economy numbers, that translates into about five tons of carbon dioxide per car per year.",399051835,Newspapers,"Ball, Jeffrey",,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Feature," Oct 6, 2008",0099-9660, English, English, R.1," New York, N.Y.","Oct 6, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399051835?accountid=14902, R.1,," Series & special reports , Environmental impact , Consumer goods",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Environment+%28A+Special+Report%29%3B+Six+Products%2C+Six+Carbon+Footprints%3A+Everybody%27s+talking+about+it%3B+But+what+exactly+is+a+carbon+footprint%3F+And+how+is+it+calculated%3F&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-10-06&amp;volume=&amp;issue=&amp;spage=R.1&amp;au=Ball%2C+Jeffrey&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"The Financial Crisis: Rescue Plan's Prospects Brighten; Congressional Leaders Push Hard to Get Votes, Suggest Opposition Is Softening","[...] the Massachusetts Democrat, a strong environmentalist, raised concerns Thursday with tax provisions in the Senate bill promoting wider use of coal and other fossil fuels, congressional aides said. Environmental groups lobbied lawmakers to strip the coal provisions from the bill, even as they were fighting to preserve measures promoting development of renewable power, such as wind and solar energy.",399032550,Newspapers,"Hitt, Greg",," Congress
921120"," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Oct 3, 2008",0099-9660, English, English, A.3," New York, N.Y.","Oct 3, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399032550?accountid=14902, A.3,," Federal legislation , Financial institutions , Economic crisis , Economic policy , Bailouts , United States--US",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+Financial+Crisis%3A+Rescue+Plan%27s+Prospects+Brighten%3B+Congressional+Leaders+Push+Hard+to+Get+Votes%2C+Suggest+Opposition+Is+Softening&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-10-03&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Hitt%2C+Greg&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Follow the Green Before Killing Coal,"Associate Professor Department of Economics Frostburg State University Frostburg, Md. --- Al Gore's call for rebellion is almost certainly hanging on the coattails of the recent decision by a U.K. jury to acquit activists who had vandalized a new coal-fired power plant on the grounds of preventing global warming.",399123736,Newspapers,,,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Oct 1, 2008",0099-9660, English, English, A.24," New York, N.Y.","Oct 1, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399123736?accountid=14902, A.24,," Coal-fired power plants , Climate change , Alternative energy sources , Gore, Albert Jr",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Follow+the+Green+Before+Killing+Coal&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-10-01&amp;volume=&amp;issue=&amp;spage=A.24&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Gore's Rebellion,"Speaking last Wednesday on a celebrity panel in New York, the Nobel Peace Laureate proclaimed: ""If you're a young person looking at the future of this planet and looking at what is being done right now, and not done, I believe we have reached the stage where it is time for civil disobedience to prevent the construction of new coal plants that do not have carbon capture and sequestration.""",399125944,Newspapers,,,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Editorial," Sep 29, 2008",0099-9660, English, English, A.24," New York, N.Y.","Sep 29, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399125944?accountid=14902, A.24,," Emissions , Shutdowns , Civil disobedience , Editorials -- Gore, Albert Jr , Gore, Albert Jr",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Gore%27s+Rebellion&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-09-29&amp;volume=&amp;issue=&amp;spage=A.24&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Biden's Coal Slaw,"In theory, clean coal would require capturing greenhouse gas emissions, compressing them into liquid and then pumping it underneath the earth.",399083345,Newspapers,,,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Editorial," Sep 25, 2008",0099-9660, English, English, A.20," New York, N.Y.","Sep 25, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399083345?accountid=14902, A.20,," Emissions , Energy policy , Political campaigns , Coal-fired power plants , Presidential elections , Editorials -- Biden, Joseph R Jr , United States--US , Biden, Joseph R Jr",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Biden%27s+Coal+Slaw&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-09-25&amp;volume=&amp;issue=&amp;spage=A.20&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
U.S. News -- The Week Ahead: Efforts to Curtail Emissions Gain; More Firms Believe Emitting Gases Will Cost Money,"Each year, those states will issue a limited number of permits allowing the power plants to emit carbon dioxide, the greenhouse gas that results from the burning of fuels such as coal and natural gas.",399053164,Newspapers,"Ball, Jeffrey",,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Sep 22, 2008",0099-9660, English, English, A.13," New York, N.Y.","Sep 22, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399053164?accountid=14902, A.13,," Studies , Multinational corporations , Emissions control",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News+--+The+Week+Ahead%3A+Efforts+to+Curtail+Emissions+Gain%3B+More+Firms+Believe+Emitting+Gases+Will+Cost+Money&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-09-22&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=Ball%2C+Jeffrey&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Energy (A Special Report): Producers; Cleaning Up Coal's Act: New projects offer the chance to tap inaccessible reserves, as well as limit the release of harmful gases","Building on pilot projects in the U.S. and elsewhere, the two countries are also looking at the possibility of capturing and permanently storing underground the gases produced, like carbon dioxide, which scientists believe cause global warming. Experts say underground gasification could triple or quadruple recoverable coal reserves globally, offsetting declines in other energy reserves such as crude oil.",399117910,Newspapers,"Winning, David",,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Sep 15, 2008",0099-9660, English, English, R.5," New York, N.Y.","Sep 15, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399117910?accountid=14902, R.5,," Series & special reports , Outdoor air quality , Alternative energy sources , Coal gasification",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Energy+%28A+Special+Report%29%3A+Producers%3B+Cleaning+Up+Coal%27s+Act%3A+New+projects+offer+the+chance+to+tap+inaccessible+reserves%2C+as+well+as+limit+the+release+of+harmful+gases&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-09-15&amp;volume=&amp;issue=&amp;spage=R.5&amp;au=Winning%2C+David&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
